drinkid,category_name,img,title,price,description,score,alcohol,style_info,aroma_info,flavor_info,finish_info,smoothness_info,enjoy_info,pairing_info,page
11355,Gin,https://www.tastings.com/Product-Images/Spirits/2021/4_1_2021/236343_z.jpg,Silent Pool [ Gin ],"$4,495 ","Clear color. Fruity aromas and flavors of cherry slushie, hints of almond, and spearmint with a supple, crisp, dryish medium body and a graceful, captivating, medium-length finish. A fun, fruity and distinctive Gin for bubbly summer cocktails.",85 Points,43%,Fruity & Herbal,"cherry slushie, hints of almond, and spearmint","cherry slushie, hints of almond, and spearmint",,Smooth,in cocktails,,116
11356,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2021/3_1_2021/233965_z.jpg,Dented Brick [ Vodka ],$13 ,"Clear color. Aromas and flavors of glacial ice, hint of lemon zest, tellicherry peppercorns, and dried grasses with a supple, vibrant, bone-dry light body and a peppery, medium-length finish revealing notes of ground peppercorns and dried chilies. A clean ",85 Points,40%,Spicy,"glacial ice, hint of lemon zest, tellicherry peppercorns, and dried grasses",Same as aromas with notes of ground peppercorns and dried chiles,,Peppery,in cocktails,,116
11357,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2021/3_1_2021/234704_z.jpg,Hoosier [ Vodka ],$19 ,"Clear color. Aromas and flavors of dried lime and cream with a supple, crisp, dry light body and a tingling, brisk finish that shows nuances of hints of saline. A clean, slightly citrusy Vodka that will be very versatile for cocktails.",85 Points,40%,Juicy & Smooth,dried lime and cream,Same as aromas with nuances of hints of saline,,Tingling,"in cocktails, neat and on the rocks",,116
11358,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2021/3_1_2021/233966_z.jpg,Vulcanica [ Sicilian Vodka ],$39 ,"Hazy clear color. Aromas and flavors of cream cheese frosting, hops, and petrol with a supple, soft, dry thin body and a smooth, short finish. A funky vodka for mixing.",85 Points,40%,Funky,"cream cheese frosting, hops, and petrol","cream cheese frosting, hops, and petrol",,Smooth,in cocktails,,116
11359,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2021/3_1_2021/234893_z.jpg,HANGAR ONE [ Straight American Vodka ],$41 ,"Clear color. Fruity aromas and flavors of Cream of Wheat, sliced bananas, and hints of chocolate with a supple, crisp, dry-yet-fruity medium body and a polished, intriguing, medium-length finish. A fruity, banana-like Vodka for citrusy cocktails and mixed ",85 Points,40%,Fruity,"cream of wheat, sliced bananas, and hints of chocolate","Cream of Wheat, sliced bananas, and hints of chocolate",,Smooth,in cocktails,,116
11360,Flavored Vodka,https://www.tastings.com/Product-Images/Spirits/2021/3_1_2021/234895_z.jpg,HANGAR ONE [ Buddha’s Hand Citron Flavored Vodka ],$41 ,"Clear color. Candied aromas and flavors of lemon drop candies, fresh lemonade, and hint of honey with a satiny, bright, fruity light-to-medium body and a polished, agreeable finish imparting accents of key lime custard. A soft, citrusy Vodka that delivers.",85 Points,40%,Mild,"lemon drop candies, fresh lemonade, and hint of honey",Same as aromas with accents of key lime custard,,Smooth,in cocktails,,116
11361,Flavored Vodka,https://www.tastings.com/Product-Images/Spirits/2021/3_1_2021/234896_z.jpg,HANGAR ONE [ Mandarin Blossom Flavored Vodka ],$41 ,"Clear color. Aromas and flavors of pink grapefruit and hints of dried herbs with a satiny, crisp, fruity light-to-medium body and a warming, medium-length finish that shows notes of ginger. A persistent Vodka with spicy, herbal nuance; easy to love and nev",85 Points,40%,Fruity & Herbal,pink grapefruit and hints of dried herbs,Same as aromas with notes of ginger,,Warming,in cocktails,,116
11362,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2021/3_1_2021/234818_z.jpg,Spirit Water [ Vodka ],$45 ,"Clear color. Creamy aromas of bechamel, parmesan, citron, and bay leaf with a supple, bright, dry light body and a tingling, swift minerals finish. A funky, easy-to-mix Vodka for creative cocktails.",85 Points,40%,Mild & Funky,"bechamel, parmesan, citron, and bay leaf",minerals,,Tingling,in cocktails,,117
11363,Other Cocktail Mixer,https://www.tastings.com/Product-Images/Spirits/2021/2_17_2021/234010_z.jpg,Stirrings [ Simple Sour Mix Mixer ],$6.99 ,"Tasted as a Whiskey Sour cocktail. Hazy golden green color. Aromas of lemon-lime candies, hints of honey, and caramel with a round, tart, very sweet medium body and a smooth, easy sour lime lollipop finish. An intense sour mix that hits the palate with big",85 Points,0%,"Candied, Rich & Fruity","lemon-lime candies, hints of honey, and caramel",sour lime lollipop,,Smooth,in cocktails,,117
11364,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2021/2_1_2021/233494_z.jpg,Georgian Bay [ Strawberry Smashed Soda RTD ],,"Clear color. Sweet aromas and flavors of mixed fruit candies, assorted jellies, strawberry syrup, and watermelon lollipop with a supple, bright, dryish light body and a smooth, quick finish. A tutti-frutti, spritzy seltzer.",85 Points,5%,Candied & Fruity,"mixed fruit candies, assorted jellies, strawberry syrup, and watermelon lollipop","mixed fruit candies, assorted jellies, strawberry syrup, and watermelon lollipop",Quick,Smooth,neat and on the rocks,,117
11365,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2021/2_1_2021/233495_z.jpg,Georgian Bay [ Lime Smashed Soda RTD ],,"Straw color. Aromas and flavors of lemonade drink mix and hints of iced tea with a satiny, crisp, dryish light body and a smooth, brisk finish. An easy-going, citrusy seltzer for refreshment on the go.",85 Points,5%,Candied & Fruity,lemonade drink mix and hints of iced tea,lemonade drink mix and hints of iced tea,Normal,Smooth,neat and on the rocks,,117
11366,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2021/2_1_2021/233876_z.jpg,’Merican Mule [ Moscow Style RTD ],$4 ,"Clear color. Aromas of lemon-lime sherbet, 7-Up float, and key lime Jolly Rancher with a supple, crisp, off-dry medium body and a graceful, breezy cream soda finish. A pleasant creamy citrusy interlude.",85 Points,7%,Candied & Fruity,"lemon-lime sherbet, 7-up float, and key lime jolly rancher",cream soda,Normal,Smooth,Enjoy on its own,,117
11367,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2021/2_1_2021/233689_z.jpg,Ranch Rider Spirits Co. [ Tequila Paloma RTD ],$13 ,"Peachy gold color. Aromas and flavors of tepache, water chestnuts, grapefruit vinaigrette, cider apples, and hints of toasted coconut with a lean, crisp, dry light body and a tingling, captivating, medium-long finish. A wild, dry, slightly funky cocktail f",85 Points,6%,Complex & Funky,"tepache, water chestnuts, grapefruit vinaigrette, cider apples, and hints of toasted coconut","tepache, water chestnuts, grapefruit vinaigrette, cider apples, and hints of toasted coconut",,Tingling,in cocktails,,117
11368,Japanese Blended Whisky,https://www.tastings.com/Product-Images/Spirits/2020/12_1_2020/233232_z.jpg,Togouchi [ 15-Year-Old Japanese Blended Whisky ],$189 ,"Golden amber color. Aromas of croissant with honey, orange marmalade, caramel, apple pie, and pink peppercorn with a supple, crisp, dryish medium body and a tingling, appealing, medium-length hints of dried cranberry, buttercream, coconut, spiced tea, and ",85 Points,43.80%,Mild,"croissant with honey, orange marmalade, caramel, apple pie, and pink peppercorn","hints of dried cranberry, buttercream, coconut, spiced tea, and hazelnut",,Tingling,in cocktails,,117
11369,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2020/11_12_2020/233244_z.jpg,Enchanted Rock [ Vodka ],$15 ,"Clear color. Aromas and flavors of porridge with cream, lemon, and hint of vanilla with a satiny, bright, dry light body and a tingling, buoyant finish manifesting notes of hints of baking chocolate. A creamy, earthy, grain-forward Vodka for craft spirits ",85 Points,40%,Mild,"porridge with cream, lemon, and hint of vanilla",hints of baking chocolate,,Tingling,in cocktails,,117
11370,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2020/11_1_2020/232681_z.jpg,Enchanted Rock [ Texas Vodka ],$15 ,"Clear color. Aromas of porridge with cream, lemon, and hint of vanilla with a satiny, bright, dry light body and a tingling, agreeable hints of baking chocolate finish. A creamy, earthy, grain-forward Vodka for craft spirits enthusiasts.",85 Points,40%,Mild,"porridge with cream, lemon, and hint of vanilla",hints of baking chocolate,,Tingling,in cocktails,,117
11371,Flavored Whiskey,https://www.tastings.com/Product-Images/Spirits/2020/11_1_2020/233307_z.jpg,Whiskeysmith Co. [ Pineapple Flavored Whiskey ],$24 ,"Golden amber color. Aromas and flavors of caramel drizzled pineapple, pineapple LifeSavers, ripe raspberry, pineapple taffy, and bourbon with a supple, crisp, fruity light-to-medium body and a smooth, breezy finish with nuances of roasted nuts in caramel. ",85 Points,30%,Fruity & Candied,"caramel drizzled pineapple, pineapple life savers, ripe raspberry, pineapple taffy, and bourbon",Same as aromas with nuances of roasted nuts in caramel,,Smooth,in cocktails,,117
11372,Irish Single Grain Whiskey,https://www.tastings.com/Product-Images/Spirits/2020/11_1_2020/231622_z.jpg,Egan’s [ Vintage Single Grain Irish Whiskey ],$40.42 ,"Light gold color. Aromas of cafe au lait, toasted hazelnut, and toasted coconut with a silky, crisp, dry light-to-medium body and a warming, medium-long parchment, flower waters, and marzipan finish. An aperitif-style Irish Single Grain Whiskey best for be",85 Points,46%,Crisp & Lively,"cafe au lait, toasted hazelnut, and toasted coconut","parchment, flower waters, and marzipan",,Warming,in cocktails,,117
11373,Flavored Brandy,https://www.tastings.com/Product-Images/Spirits/2020/10_21_2020/231272_z.jpg,E&J Distillers [ Vanilla Brandy ],$10 ,"Golden amber color. Aromas and flavors of apple jelly, circus peanuts, pineapple gummies, and caramel with a supple, crisp, moderately sweet light-to-medium body and a smooth, brisk finish with notes of cream soda. A sweet and fruity Flavored Brandy for mi",85 Points,30%,Candied & Fruity,"apple jelly, circus peanuts, pineapple gummies, and caramel",Same as aromas with notes of cream soda,,Smooth,in cocktails,,117
11374,Aged Brandy,https://www.tastings.com/Product-Images/Spirits/2020/10_21_2020/231275_z.jpg,E&J Distillers [ XO Extra Smooth Brandy ],$10 ,"Dark amber color. Aromas and flavors of cream soda, cinnamon rolls, spumoni, and rocky road ice cream with a satiny, crisp, fruity medium body and a tingling, interesting, medium-long finish. A rich, chocolatey Brandy with lots of mixing possibilities.",85 Points,40%,Candied & Rich,"cream soda, cinnamon rolls, spumoni, and rocky road ice cream","cream soda, cinnamon rolls, spumoni, and rocky road ice cream",,Tingling,in cocktails,,118
11375,Cream Liqueur,https://www.tastings.com/Product-Images/Spirits/2020/10_1_2020/232762_z.jpg,Kavalan [ Sweet Cream Liqueur ],$47 ,"Golden amber color. Aromas of cocoa powder, caramel yogurt, and malted milk with a silky, crisp, moderately sweet medium body and a smooth, breezy Hershey’s bar, whipped topping, and chocolate sprinkles finish. A creamy treat for cocktails and nightcaps.",85 Points,17%,Mild,"cocoa powder, caramel yogurt, and malted milk","hersheys bar, whipped topping, and chocolate sprinkles",,Smooth,in cocktails,,118
11376,Bourbon Whiskey,https://www.tastings.com/Product-Images/Spirits/2020/9_1_2020/232412_z.jpg,Boot Hill [ Bourbon Whiskey ],$39 ,"Bright amber color. Herbal aromas of cinnamon, ginger bread, dill, and buckwheat with a satiny, crisp, dry light-to-medium body and a peppery, amusing, medium-length rye crisps, chocolate malt shake, mixed peppercorns, and licorice finish. A peppery, herba",85 Points,45%,Spicy,"cinnamon, ginger bread, dill, and buckwheat","rye crisps, chocolate malt shake, mixed peppercorns, and licorice",,Peppery,"in cocktails, on the rocks and neat",,118
11377,Straight Bourbon Whiskey,https://www.tastings.com/Product-Images/Spirits/2020/9_1_2020/230629_z.jpg,Cadee [ Straight Bourbon Whiskey ],$39 ,"Gold color. Aromas of milk chocolate with almonds, candied cherries, wintergreen, and sweet roasted banana with a satiny, vibrant, dryish light-to-medium body and an appealing, medium-long shortbread, hints of rose, graham cracker crust, and spiced toffee ",85 Points,42%,Spicy & Complex,"milk chocolate with almonds, candied cherries, wintergreen, and sweet roasted banana","shortbread, hints of rose, graham cracker crust, and spiced toffee",,Satiny,"neat, on the rocks and in cocktails",,118
11378,Bourbon Whiskey,https://www.tastings.com/Product-Images/Spirits/2020/9_1_2020/230628_z.jpg,Cadee [ Deceptivus Port Finished Bourbon Whiskey ],$52 ,"Amber color. Aromas and flavors of charred corn, corn flakes cereal, chocolate-peppermint cookies, and cedar with a supple, vibrant, dryish medium body and a tingling, appealing, medium-length finish with notes of caramel, orange peel, devil’s food cake, a",85 Points,42.50%,Herbal,"charred corn, corn flakes cereal, chocolate-peppermint cookies, and cedar","Same as aromas with notes of caramel, orange peel, devils food cake, and walnuts",,Tingling,in cocktails,,118
11379,Bourbon Whiskey,https://www.tastings.com/Product-Images/Spirits/2020/9_1_2020/232544_z.jpg,Saint Liberty [ Mary’s Four Grain Straight Bourbon Whiskey ],$54 ,"Amber color. Nutty, herbal aromas of vanilla frosting, roasted chestnuts, toasted marshmallow, roasted sweet potato with molasses, and pine with an oily, crisp, dry-yet-fruity light-to-medium body and a sleek, interesting, medium-length vanilla bread puddi",85 Points,47.50%,Spicy & Complex,"vanilla frosting, roasted chestnuts, toasted marshmallow, roasted sweet potato with molasses, and pine","vanilla bread pudding, mint creme, hot cinnamon, maple, and butter",,Smooth,in cocktails,,118
11380,Straight Rye Whisky,https://www.tastings.com/Product-Images/Spirits/2020/9_1_2020/232739_z.jpg,Old Potrero [ Straight Rye Whisky ],$65 ,"Golden amber color. Pungent, unusual aromas of apple, parmesan crisps, herbal tea, graham cracker, and molasses cake with a satiny, dryish medium body and a warming, delightful, medium-length chocolate covered nuts, banana chips, and singed tobacco finish.",85 Points,48.50%,Spicy & Funky,"apple, parmesan crisps, herbal tea, graham cracker, and molasses cake","chocolate covered nuts, banana chips, and singed tobacco",,Warming,in cocktails,,118
11381,Irish Blended Whiskey,https://www.tastings.com/Product-Images/Spirits/2020/8_1_2020/231011_z.jpg,Proper No. Twelve [ Irish Blended Whiskey ],$24.99 ,"Bright amber color. Aromas of wrapped almond cookies, treacle, honey, and pineapple rind with a lean, vibrant, dryish light body and a peppery, fast spice cake and wrapped caramels finish. A satiny Irish Whiskey ready for any mixer you throw at it.",85 Points,40%,Mild,"wrapped almond cookies, treacle, honey, and pineapple rind",spice cake and wrapped caramels,,Peppery,in cocktails,,118
11382,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2020/7_21_2020/232088_z.jpg,Blue Marble [ RTD Citrus Joy Hard Seltzer ],$1.67 ,"Clear color. Aromas and flavors of lemon-lime soda and sour mix with a supple, bright, dryish light body and a brisk finish. A breezy, citrusy Seltzer that refreshes; a bright and cheerful pick-me-up for the warmer months.",85 Points,5%,Juicy & Smooth,lemon-lime soda and sour mix,lemon-lime soda and sour mix,Normal,Supple,neat and on the rocks,,118
11383,Gin,https://www.tastings.com/Product-Images/Spirits/2020/7_1_2020/232152_z.jpg,Woody Creek [ Roaring Fork Gin ],$34.99 ,"Clear color. Aromas and flavors of gremolata, candied orange peel, and cinnamon candies with a satiny, crisp, dry-yet-fruity light-to-medium body and an interesting, medium-length finish manifesting notes of saffron, cardamom, rose water, and lemon grass f",85 Points,47%,Herbal & Complex,"gremolata, candied orange peel, and cinnamon candies","Same as aromas with notes of saffron, cardamom, rose water, and lemon grass",,Satiny,in cocktails,,118
11384,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2020/6_1_2020/231619_z.jpg,Beagans 1806 [ RTD Margarita ],$3.43 ,"Minutely hazy slivery straw color. Aromas and flavors of honey-nut Cheerios, fondant, citronella, milk toast, and marzipan with a supple, tangy, sweet light-to-medium body and a smooth, breezy finish revealing shades of tequila with lime. A tangy-sweet coc",85 Points,12.50%,Fruity,"honey-nut cheerios, fondant, citronella, milk toast, and marzipan",Same as aromas with shades of tequila with lime,Breezy,Smooth,on the rocks,,118
11385,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2020/6_1_2020/231616_z.jpg,Beagans 1806 [ RTD Bloody Mary ],$3.50 ,"Opaque red color. Aromas of spicy lasagna and spice rub with a supple, bright, dryish light body and a tingling, breezy black pepper, hint of cayenne heat, and smooth tomato juice finish. A solid Bloody Mary in a convenient package.",85 Points,15%,Herbal & Rich,spicy lasagna and spice rub,"black pepper, hint of cayenne heat, and smooth tomato juice",Normal,Tingling,on the rocks and neat,,118
11386,Rum (Aged more than 3 Years),https://www.tastings.com/Product-Images/Spirits/2020/4_1_2020/230904_z.jpg,A.H. Riise [ Non Plus Ultra Very Rare Rum ],,"Dark amber color. Aromas of cherry glaze, beeswax, pistachio gelato, Dr. Pepper, and cedar candle with a satiny, bright, fruity sweet light-to-medium body and an appealing, medium-length peach liqueur, pecan pie, and candied cherries finish. A sweet, fruit",85 Points,42%,Fruity,"cherry glaze, beeswax, pistachio gelato, dr. pepper, and cedar candle","peach liqueur, pecan pie, and candied cherries",,Satiny,in cocktails,,119
11387,Flavored Rum,https://www.tastings.com/Product-Images/Spirits/2020/4_1_2020/231286_z.jpg,RumHaven [ Coconut Flavored Rum ],$11.99 ,"Clear color. Aromas and flavors of slivered almonds, coconut bar, and milk chocolate with a supple, crisp, moderately sweet light-to-medium body and a seamless, brisk finish. A sweet coconut rum that won’t let you down.",85 Points,21%,Fruity & Mild,"slivered almonds, coconut bar, and milk chocolate","slivered almonds, coconut bar, and milk chocolate",,Smooth,in cocktails,,119
11388,White Rum,https://www.tastings.com/Product-Images/Spirits/2020/4_1_2020/231050_z.jpg,Member’s Mark [ Silver Rum ],$13.98 ,"Clear color. Aromas of hints of coconut with a soft, dryish light body and a sleek, scant powdered sugar finish. A mild whisper of a rum for mixed drinks.",85 Points,40%,Mild,hints of coconut,powdered sugar,,Smooth,in cocktails,,119
11389,Flavored Rum,https://www.tastings.com/Product-Images/Spirits/2020/4_1_2020/231003_z.jpg,Parrot Bay [ Coconut Rum ],$18.99 ,"Clear color. Aromas of vanilla fudge with shredded coconut, cheesecake, and Froot Loops cereal with a supple, bright, fruity sweet light-to-medium body and a smooth, brisk coconut oil, macadamia nut, and dulce de leche finish. A high-octane, pervasive coco",85 Points,45%,Candied & Fruity,"vanilla fudge with shredded coconut, cheesecake, and fruit loops cereal","coconut oil, macadamia nut, and dulce de leche",,Smooth,in cocktails,,119
11390,Rum (Aged more than 3 Years),https://www.tastings.com/Product-Images/Spirits/2020/4_1_2020/231057_z.jpg,Matusalem [ Gran Reserva 15-Year-Old Rum ],$28.99 ,"Amber color. Aromas of toasted cinnamon roll, black tea, orange zest, vanilla-caramel, and cedar with a crisp, dry-yet-fruity medium body and a tingling, interesting, medium-length roasted pineapple, marcona almond, spiced fig, and pencil shavings finish. ",85 Points,40%,Mild,"toasted cinnamon roll, black tea, orange zest, vanilla-caramel, and cedar","roasted pineapple, marcona almond, spiced fig, and pencil shavings",,Tingling,"in cocktails, neat and on the rocks",,119
11391,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2020/3_1_2020/230698_z.jpg,Stalinskaya [ Silver Filtered Vodka ],$14.99 ,"Clear color. Aroma and flavors of pancake batter with a supple, crisp, dryish light body and a tingling, breezy finish with touches of wet stone, cracked peppercorns, and lime finish. A clean vodka with notes of fresh grain and peppery heat.",85 Points,40%,Mild,pancake batter,"Same as aromas with touches of wet stone, cracked peppercorns, and lime",,Tingling,in cocktails and on the rocks,,119
11392,Flavored Vodka,https://www.tastings.com/Product-Images/Spirits/2020/3_1_2020/230577_z.jpg,Dixie [ Peach Vodka ],$17.99 ,"Clear color. Fruity aromas and flavors of ripe mango, elderflower, sweet ginger-peach tea, and eucalyptus with a satiny, vibrant, fruity sweet light-to-medium body and a smooth, delightful, medium-length finish displaying notes of apricot-mango yogurt. A f",85 Points,40%,Fruity,"ripe mango, elderflower, sweet ginger-peach tea, and eucalyptus",Same as aromas with notes of apricot-mango yogurt,,Smooth,in cocktails,,119
11393,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2020/3_1_2020/230856_z.jpg,District Made [ Pot-Distilled Vodka ],$24.99 ,"Clear color. Aromas and flavors of malted barley, banana bread dough, sweet creamed corn, and cantaloupe with a creamy, crisp, dryish light body and a tingling, appealing, medium-length finish. A grainy, character-rich vodka with silky texture; the whiskey",85 Points,40%,Crisp & Lively,"malted barley, banana bread dough, sweet creamed corn, and cantaloupe","malted barley, banana bread dough, sweet creamed corn, and cantaloupe",,Tingling,"in cocktails, neat and on the rocks",,119
11394,Flavored Vodka,https://www.tastings.com/Product-Images/Spirits/2020/3_1_2020/230635_z.jpg,Heritage Distilling Co. [ Bacon Vodka ],$25 ,"Sedimentary hazy amber color. Aromas of imitation bacon, soy glaze, sorghum wine, caramel, and Asian-glazed beef jerky with a slightly chewy, bright, moderately sweet light body and a seamless, eccentric, medium-length honey, smoked salt, and ham finish. A",85 Points,30%,"Smoky, Odd & Rich","artificial bacon, soy glaze, sorghum wine, caramel, and asian-glazed beef jerky","honey, smoked salt, and ham",Normal,Smooth,Enjoy on its own,,119
11395,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2019/12_1_2019/230423_z.jpg,Boulevard Beverage Company [ Rye Whiskey Mule Fling Craft Cocktail ],$12.99 ,"Clear color. Aromas and flavors of vanilla bon bon, ginger marmalade, and hints of caramel-y whiskey with a satiny, crisp, sweet light body and a smooth, medium-length finish conveying notes of 7-up and jicama-cayenne finish. An easy-to-drink, easy-to-tote",85 Points,9%,Juicy & Smooth,"vanilla bon bon, ginger marmalade, and hints of caramel-y whiskey",Same as aromas with notes of 7-up and jicama-cayenne,Normal,Smooth,on the rocks,,119
11396,Cream Liqueur,https://www.tastings.com/Product-Images/Spirits/2019/12_1_2019/230233_z.jpg,Paddleford Creek [ Bourbon Cream Liqueur ],$14.99 ,"Straw color. Confected aromas and flavors of chocolate yogurt, cream of wheat, and coco puffs in milk with a creamy, crisp, sweet medium body and a silky, breezy finish conveying notes of graham crackers in almond milk and coffee mousse finish. A sweet and",85 Points,15%,Rich,"chocolate yogurt, cream of wheat, and coco puffs in milk",Same as aromas with notes of graham crackers in almond milk and coffee mousse,,Smooth,in cocktails,,119
11397,Bourbon Whiskey,https://www.tastings.com/Product-Images/Spirits/2019/12_1_2019/230326_z.jpg,Capmaker [ Bourbon Whiskey ],$19.99 ,"Gold color. Aromas of cinnamon-dusted pear, hints of caramelized nuts, dried cherry, and honeycomb with a supple, crisp, dry light-to-medium body and a warming, buoyant sourdough, dulce de leche, and black tea finish. A mild bourbon that will play well in ",85 Points,43%,Mild,"cinnamon-dusted pear, hints of caramelized nuts, dried cherry, and honeycomb","sourdough, dulce de leche, and black tea",,Warming,in cocktails,,119
11398,Rum (Aged more than 3 Years),https://www.tastings.com/Product-Images/Spirits/2019/12_1_2019/230049_z.jpg,Cutwater [ Bali Hai Tiki Dark Rum ],$36.99 ,"Dark brown color. Confected aromas and flavors of stewed prunes, chocolate-covered cherries, pecan praline, pineapple gummies, and spumoni with a supple, vibrant, sweet medium-to-full body and a smooth, medium-length finish with nuances of iced coffee and ",85 Points,40%,Rich,"stewed prunes, chocolate-covered cherries, pecan praline, pineapple gummies, and spumoni",Same as aromas with nuances of iced coffee and cola,,Smooth,in cocktails,,120
11399,American Blended Whiskey,https://www.tastings.com/Product-Images/Spirits/2019/11_1_2019/228064_z.jpg,Triple Crown [ North American Blended Whiskey ],$17.99 ,"Golden amber color. Aromas and flavors of brandied cherry, dried orange peel, baking spices, fresh herbs, and vanilla soft serve with a satiny, crisp, dryish light-to-medium body and a peppery, breezy finish. An easy drinking blended whiskey that will cert",85 Points,40%,Mild & Spicy,"brandied cherry, dried orange peel, baking spices, fresh herbs, and vanilla soft serve","brandied cherry, dried orange peel, baking spices, fresh herbs, and vanilla soft serve",,Peppery,in cocktails,,120
11400,Bourbon Whiskey,https://www.tastings.com/Product-Images/Spirits/2019/11_1_2019/229952_z.jpg,Cask House [ Bourbon Whiskey ],$19.99 ,"Golden amber color. Aromas of grilled corn, marzipan, chocolate wafer cookie, roasted aliums, and modeling clay with a satiny, crisp, dry-yet-fruity light body and a peppery, odd, easy caramelized root vegetables, balsamic glaze, and ground pepper finish. ",85 Points,45%,Crisp & Lively,"grilled corn, marzipan, chocolate wafer cookie, roasted aliums, and modeling clay","caramelized root vegetables, balsamic glaze, and ground pepper",,Peppery,in cocktails,,120
11401,Distilled from Bourbon Mash Whiskey,https://www.tastings.com/Product-Images/Spirits/2019/11_1_2019/229892_z.jpg,Creek Water [ Distilled from Bourbon Mash Whiskey ],$25 ,"Golden amber color. Aromas and flavors of lemon curd, fresh herbs, and red apple with a round, crisp, dryish light-to-medium body and a tingling, breezy finish with notes of caramel, peanut butter chips, and flaky pastry finish. A creamy and slightly herba",85 Points,50%,Herbal,"lemon curd, fresh herbs, and red apple","Same as aromas with notes of caramel, peanut butter chips, and flaky pastry",,Tingling,in cocktails,,120
11402,Distilled from Bourbon Mash Whiskey,https://www.tastings.com/Product-Images/Spirits/2019/11_1_2019/230157_z.jpg,Bespoken Spirits [ Distilled from Bourbon Mash Whiskey ],$29.99 ,"Dark amber color. Woody aromas of cinnamon pastry, varnished wood, bay leaf, lanolin, and cacao nib with a slightly chewy, crisp, dryish medium-to-full body and a warming, engaging, medium-long chocolate coated caramel, black tea with cream, boston cream p",85 Points,50%,Rich,"cinnamon pastry, varnished wood, bay leaf, lanolin, and cacao nib","chocolate coated caramel, black tea with cream, boston cream pie, and smoked pecan praline",,Warming,"in cocktails, neat, on the rocks, with cigars and with drops of water",,120
11403,Canadian Whisky,https://www.tastings.com/Product-Images/Spirits/2019/11_1_2019/229835_z.jpg,Bearface [ Triple Oak Canadian Whisky ],$39.99 ,"Golden amber color. Aromas of vanilla candle, smoky leather, orange sherbet, and fruit punch with a satiny, crisp, dry-yet-fruity medium body and a seamless, interesting, medium-length toasted brioche with caramel and cinnamon finish. A vanilla-laden, smok",85 Points,42.50%,Fruity & Mild,"vanilla candle, smoky leather, orange sherbet, and fruit punch",toasted brioche with caramel and cinnamon,,Smooth,in cocktails,,120
11404,Specialty Spirit,https://www.tastings.com/Product-Images/Spirits/2019/11_1_2019/229423_z.jpg,Basil Hayden’s [ Caribbean Reserve Rye Whiskey ],$44.99 ,"Dark copper color. Aromas of plump raisins, toasted brioche with a cinnamon swirl, dried apricots and figs, and dried banana with a silky, crisp, fruity medium body and a smooth, interesting, medium-length molasses, madeira cake, and gingerbread finish. A ",85 Points,40%,Spicy,"plump raisins, toasted brioche with a cinnamon swirl, dried apricots and figs, and dried banana","molasses, madeira cake, and gingerbread",,Smooth,in cocktails,,120
11405,Bourbon Whiskey,https://www.tastings.com/Product-Images/Spirits/2019/11_1_2019/228383_z.jpg,Old Fourth Distillery [ Bottled in Bond Bourbon Whiskey ],$47 ,"Amber color. Aromas of cedar shavings, vanilla yogurt-covered nuts, caramel-bread pudding, and bay leaf with a satiny, crisp, dry-yet-fruity medium body and a hot, medium-length dried cherry and apricot and ground cinnamon finish. A spicy, high octane bour",85 Points,50%,Spicy & Complex,"cedar shavings, vanilla yogurt-covered nuts, caramel-bread pudding, and bay leaf",dried cherry and apricot and ground cinnamon,,Hot,on the rocks and in cocktails,,120
11406,Bourbon Whiskey,https://www.tastings.com/Product-Images/Spirits/2019/11_1_2019/229880_z.jpg,Treaty Oak [ Ghost Hill Bourbon Whiskey ],$49.99 ,"Golden amber color. Aromas and flavors of yeasty coffee cake, milk chocolate, honey, and woodshop with a silky, crisp, dry light-to-medium body and a smooth, brisk finish with nuances of Chistmas stollen finish. A mild and approachable bourbon with a pastr",85 Points,47.50%,Mild,"yeasty coffee cake, milk chocolate, honey, and woodshop",Same as aromas with nuances of Chistmas stollen,,Smooth,in cocktails,,120
